asd,co2,Columna1,Columna2,Columna2
41088177,0,,,
41088178,0,,,
41088179,0,,,
41088180,0,,,
41088181,0,,,
41088182,0,,,
41088183,0,,,
41088184,0,,,
41088185,0,,,
41088186,0,,,
41088187,0,,,
41088188,0,,,
41088189,0,,,
41088190,0,,,
41088191,0,,,
41088192,0,,,
41088193,0,,,
41088194,0,,,
41088195,0,,,
41088196,0,,,
41088197,0,,,
41088198,0,,,
41088199,0,,,
41088200,0,,,
41088201,0,,,
41088202,0,,,
41088203,0,,,
41088204,0,,,
41088205,0,,,
41088206,0,,,
41088207,0,,,
41088208,0,,,
41088209,0,,,
41088210,0,,,
41088211,0,,,
41088212,0,,,
41088213,0,,,
41088214,0,,,
41088215,0,,,
41088216,0,,,
41088217,0,,,
41088218,0,,,
41088219,0,,,
41088220,0,,,
41088221,0,,,
41088222,0,,,
41088223,0,,,
41088224,0,,,
41088225,0,,,
41088226,0,,,
41088227,0,,,
41088228,0,,,
41088229,0,,,
41088230,0,,,
41088231,0,,,
41088232,0,,,
41088233,0,,,
41088234,0,,,
41088235,0,,,
41088236,0,,,
41088237,0,,,
41088238,0,,,
41088239,0,,,
41088240,0,,,
41088241,0,,,
41088242,0,,,
41088243,0,,,
41088244,0,,,
41088245,0,,,
41088246,0,,,
41088247,0,,,
41088248,0,,,
41088249,0,,,
41088250,0,,,
41088251,0,,,
41088252,0,,,
41088253,0,,,
41088254,0,,,
41088255,0,,,
41088256,0,,,
41088257,0,,,
41088258,0,,,
41088259,0,,,
41088260,0,,,
41088261,0,,,
41088262,0,,,
41088263,0,,,
41088264,0,,,
41088265,0,,,
41088266,0,,,
41088267,0,,,
41088268,0,,,
41088269,0,,,
41088270,0,,,
41088271,0,,,
41088272,0,,,
41088273,0,,,
41088274,0,,,
41088275,0,,,
41088276,0,,,
41088277,0,,,
41088278,0,,,
41088279,0,,,
41088280,0,,,
41088281,0,,,
41088282,0,,,
41088283,0,,,
41088284,0,,,
41088285,0,,,
41088286,0,,,
41088287,0,,,
41088288,0,,,
41088289,0,,,
41088290,0,,,
41088291,0,,,
41088292,0,,,
41088293,0,,,
41088294,0,,,
41088295,0,,,
41088296,0,,,
41088297,0,,,
41088298,0,,,
41088299,0,,,
41088300,0,,,
41088301,0,,,
41088302,0,,,
41088303,0,,,
41088304,0,,,
41088305,0,,,
41088306,0,,,
41088307,0,,,
41088308,0,,,
41088309,0,,,
41088310,0,,,
41088311,0,,,
41088312,0,,,
41088313,0,,,
41088314,0,,,
41088315,0,,,
41088316,0,,,
41088317,0,,,
41088318,0,,,
41088319,0,,,
41088320,0,,,
41088321,0,,,
41088322,0,,,
41088323,0,,,
41088324,0,,,
41088325,0,,,
41088326,0,,,
41088327,0,,,
41088328,0,,,
41088329,0,,,
41088330,0,,,
41088331,0,,,
41088332,0,,,
41088333,0,,,
41088334,0,,,
41088335,0,,,
41088336,0,,,
41088337,0,,,
41088338,0,,,
41088339,0,,,
41088340,0,,,
41088341,0,,,
41088342,0,,,
41088343,0,,,
41088344,0,,,
41088345,0,,,
41088346,0,,,
41088347,0,,,
41088348,0,,,
41088349,0,,,
41088350,0,,,
41088351,0,,,
41088352,0,,,
41088353,0,,,
41088354,0,,,
41088355,0,,,
41088356,0,,,
41088357,0,,,
41088358,0,,,
41088359,0,,,
41088360,0,,,
41088361,0,,,
41088362,0,,,
41088363,0,,,
41088364,0,,,
41088365,0,,,
41088366,0,,,
41088367,0,,,
41088368,0,,,
41088369,0,,,
41088370,0,,,
41088371,0,,,
41088372,0,,,
41088373,0,,,
41088374,0,,,
41088375,0,,,
41088376,0,,,
41088377,0,,,
41088378,0,,,
41088379,0,,,
41088380,0,,,
41088381,0,,,
41088382,0,,,
41088383,0,,,
41088384,0,,,
41088385,0,,,
41088386,0,,,
41088387,0,,,
41088388,0,,,
41088389,0,,,
41088390,0,,,
41088391,0,,,
41088392,0,,,
41088393,0,,,
41088394,0,,,
41088395,0,,,
41088396,0,,,
41088397,0,,,
41088398,0,,,
41088399,0,,,
41088400,0,,,
41088401,0,,,
41088402,0,,,
41088403,0,,,
41088404,0,,,
41088405,0,,,
41088406,0,,,
41088407,0,,,
41088408,0,,,
41088409,0,,,
41088410,0,,,
41088411,0,,,
41088412,0,,,
41088413,0,,,
41088414,0,,,
41088415,0,,,
41088416,0,,,
41088417,0,,,
41088418,0,,,
41088419,0,,,
41088420,0,,,
41088421,0,,,
41088422,0,,,
41088423,0,,,
41088424,0,,,
41088425,0,,,
41088426,0,,,
41088427,0,,,
41088428,0,,,
41088429,0,,,
41088430,0,,,
41088431,0,,,
41088432,0,,,
41088433,0,,,
41088434,0,,,
41088435,0,,,
41088436,0,,,
41088437,0,,,
41088438,0,,,
41088439,0,,,
41088440,0,,,
41088441,0,,,
41088442,0,,,
41088443,0,,,
41088444,0,,,
41088445,0,,,
41088446,0,,,
41088447,0,,,
41088448,0,,,
41088449,0,,,
41088450,0,,,
41088451,0,,,
41088452,0,,,
41088453,0,,,
41088454,0,,,
41088455,0,,,
41088456,0,,,
41088457,0,,,
41088458,0,,,
41088459,0,,,
41088460,0,,,
41088461,0,,,
41088462,0,,,
41088463,0,,,
41088464,0,,,
41088465,0,,,
41088466,0,,,
41088467,0,,,
41088468,0,,,
41088469,0,,,
41088470,0,,,
41088471,0,,,
41088472,0,,,
41088473,0,,,
41088474,0,,,
41088475,0,,,
41088476,0,,,
41088477,0,,,
41088478,0,,,
41088479,0,,,
41088480,0,,,
41088481,0,,,
41088482,0,,,
41088483,0,,,
41088484,0,,,
41088485,0,,,
41088486,0,,,
41088487,0,,,
41088488,0,,,
41088489,0,,,
41088490,0,,,
41088491,0,,,
41088492,0,,,
41088493,0,,,
41088494,0,,,
41088495,0,,,
41088496,0,,,
41088497,0,,,
41088498,0,,,
41088499,0,,,
41088500,0,,,
41088501,0,,,
41088502,0,,,
41088503,0,,,
41088504,0,,,
41088505,0,,,
41088506,0,,,
41088507,0,,,
41088508,0,,,
41088509,0,,,
41088510,0,,,
41088511,0,,,
41088512,0,,,
41088513,0,,,
41088514,0,,,
41088515,0,,,
41088516,0,,,
41088517,0,,,
41088518,0,,,
41088519,0,,,
41088520,0,,,
41088521,0,,,
41088522,0,,,
41088523,0,,,
41088524,0,,,
41088525,0,,,
41088526,0,,,
41088527,0,,,
41088528,0,,,
41088529,0,,,
41088530,0,,,
41088531,0,,,
41088532,0,,,
41088533,0,,,
41088534,0,,,
41088535,0,,,
41088536,0,,,
41088537,0,,,
41088538,0,,,
41088539,0,,,
41088540,0,,,
41088541,0,,,
41088542,0,,,
41088543,0,,,
41088544,0,,,
41088545,0,,,
41088546,0,,,
41088547,0,,,
41088548,0,,,
41088549,0,,,
41088550,0,,,
41088551,0,,,
41088552,0,,,
41088553,0,,,
41088554,0,,,
41088555,0,,,
41088556,0,,,
41088557,0,,,
41088558,0,,,
41088559,0,,,
41088560,0,,,
41088561,0,,,
41088562,0,,,
41088563,0,,,
41088564,0,,,
41088565,0,,,
41088566,0,,,
41088567,0,,,
41088568,0,,,
41088569,0,,,
41088570,0,,,
41088571,0,,,
41088572,0,,,
41088573,0,,,
41088574,0,,,
41088575,0,,,
41088576,0,,,
41088577,0,,,
41088578,0,,,
41088579,0,,,
41088580,0,,,
41088581,0,,,
41088582,0,,,
41088583,0,,,
41088584,0,,,
41088585,0,,,
41088586,0,,,
41088587,0,,,
41088588,0,,,
41088589,0,,,
41088590,0,,,
41088591,0,,,
41088592,0,,,
41088593,0,,,
41088594,0,,,
41088595,0,,,
41088596,0,,,
41088597,0,,,
41088598,0,,,
41088599,0,,,
41088600,0,,,
41088601,0,,,
41088602,0,,,
41088603,0,,,
41088604,0,,,
41088605,0,,,
41088606,0,,,
41088607,0,,,
41088608,0,,,
41088609,0,,,
41088610,0,,,
41088611,0,,,
41088612,0,,,
41088613,0,,,
41088614,0,,,
41088615,0,,,
41088616,0,,,
41088617,0,,,
41088618,0,,,
41088619,0,,,
41088620,0,,,
41088621,0,,,
41088622,0,,,
41088623,0,,,
41088624,0,,,
41088625,0,,,
41088626,0,,,
41088627,0,,,
41088628,0,,,
41088629,0,,,
41088630,0,,,
41088631,0,,,
41088632,0,,,
41088633,0,,,
41088634,0,,,
41088635,0,,,
41088636,0,,,
41088637,0,,,
41088638,0,,,
41088639,0,,,
41088640,0,,,
41088641,0,,,
41088642,0,,,
41088643,0,,,
41088644,0,,,
41088645,0,,,
41088646,0,,,
41088647,0,,,
41088648,0,,,
41088649,0,,,
41088650,0,,,
41088651,0,,,
41088652,0,,,
41088653,0,,,
41088654,0,,,
41088655,0,,,
41088656,0,,,
41088657,0,,,
41088658,0,,,
41088659,0,,,
41088660,0,,,
41088661,0,,,
41088662,0,,,
41088663,0,,,
41088664,0,,,
41088665,0,,,
41088666,0,,,
41088667,0,,,
41088668,0,,,
41088669,0,,,
41088670,0,,,
41088671,0,,,
41088672,0,,,
41088673,0,,,
41088674,0,,,
41088675,0,,,
41088676,0,,,
41088677,0,,,
41088678,0,,,
41088679,0,,,
41088680,0,,,
41088681,0,,,
41088682,0,,,
41088683,0,,,
41088684,0,,,
41088685,0,,,
41088686,0,,,
41088687,0,,,
41088688,0,,,
41088689,0,,,
41088690,0,,,
41088691,0,,,
41088692,0,,,
41088693,0,,,
41088694,0,,,
41088695,0,,,
41088696,0,,,
41088697,0,,,
41088698,0,,,
41088699,0,,,
41088700,0,,,
41088701,0,,,
41088702,0,,,
41088703,0,,,
41088704,0,,,
41088705,0,,,
41088706,0,,,
41088707,0,,,
41088708,0,,,
41088709,0,,,
41088710,0,,,
41088711,0,,,
41088712,0,,,
41088713,0,,,
41088714,0,,,
41088715,0,,,
41088716,0,,,
41088717,0,,,
41088718,0,,,
41088719,0,,,
41088720,0,,,
41088721,0,,,
41088722,0,,,
41088723,0,,,
41088724,0,,,
41088725,0,,,
41088726,0,,,
41088727,0,,,
41088728,0,,,
41088729,0,,,
41088730,0,,,
41088731,0,,,
41088732,0,,,
41088733,0,,,
41088734,0,,,
41088735,0,,,
41088736,0,,,
41088737,0,,,
41088738,0,,,
41088739,0,,,
41088740,0,,,
41088741,0,,,
41088742,0,,,
41088743,0,,,
41088744,0,,,
41088745,0,,,
41088746,0,,,
41088747,0,,,
41088748,0,,,
41088749,0,,,
41088750,0,,,
41088751,0,,,
41088752,0,,,
41088753,0,,,
41088754,0,,,
41088755,0,,,
41088756,0,,,
41088757,0,,,
41088758,0,,,
41088759,0,,,
41088760,0,,,
41088761,0,,,
41088762,0,,,
41088763,0,,,
41088764,0,,,
41088765,0,,,
41088766,0,,,
41088767,0,,,
41088768,0,,,
41088769,0,,,
41088770,0,,,
41088771,0,,,
41088772,0,,,
41088773,0,,,
41088774,0,,,
41088775,0,,,
41088776,0,,,
41088777,0,,,
41088778,0,,,
41088779,0,,,
41088780,0,,,
41088781,0,,,
41088782,0,,,
41088783,0,,,
41088784,0,,,
41088785,0,,,
41088786,0,,,
41088787,0,,,
41088788,0,,,
41088789,0,,,
41088790,0,,,
41088791,0,,,
41088792,0,,,
41088793,0,,,
41088794,0,,,
41088795,0,,,
41088796,0,,,
41088797,0,,,
41088798,0,,,
41088799,0,,,
41088800,0,,,
41088801,0,,,
41088802,0,,,
41088803,0,,,
41088804,0,,,
41088805,0,,,
41088806,0,,,
41088807,0,,,
41088808,0,,,
41088809,0,,,
41088810,0,,,
41088811,0,,,
41088812,0,,,
41088813,0,,,
41088814,0,,,
41088815,0,,,
41088816,0,,,
41088817,0,,,
41088818,0,,,
41088819,0,,,
41088820,0,,,
41088821,0,,,
41088822,0,,,
41088823,0,,,
41088824,0,,,
41088825,0,,,
41088826,0,,,
41088827,0,,,
41088828,0,,,
41088829,0,,,
41088830,0,,,
41088831,0,,,
41088832,0,,,
41088833,0,,,
41088834,0,,,
41088835,0,,,
41088836,0,,,
41088837,0,,,
41088838,0,,,
41088839,0,,,
41088840,0,,,
41088841,0,,,
41088842,0,,,
41088843,0,,,
41088844,0,,,
41088845,0,,,
41088846,0,,,
41088847,0,,,
41088848,0,,,
41088849,0,,,
41088850,0,,,
41088851,0,,,
41088852,0,,,
41088853,0,,,
41088854,0,,,
41088855,0,,,
41088856,0,,,
41088857,0,,,
41088858,0,,,
41088859,0,,,
41088860,0,,,
41088861,0,,,
41088862,0,,,
41088863,0,,,
41088864,0,,,
41088865,0,,,
41088866,0,,,
41088867,0,,,
41088868,0,,,
41088869,0,,,
41088870,0,,,
41088871,0,,,
41088872,0,,,
41088873,0,,,
41088874,0,,,
41088875,0,,,
41088876,0,,,
41088877,0,,,
41088878,0,,,
41088879,0,,,
41088880,0,,,
41088881,0,,,
41088882,0,,,
41088883,0,,,
41088884,0,,,
41088885,0,,,
41088886,0,,,
41088887,0,,,
41088888,0,,,
41088889,0,,,
41088890,0,,,
41088891,0,,,
41088892,0,,,
41088893,0,,,
41088894,0,,,
41088895,0,,,
41088896,0,,,
41088897,0,,,
41088898,0,,,
41088899,0,,,
41088900,0,,,
41088901,0,,,
41088902,0,,,
41088903,0,,,
41088904,0,,,
41088905,0,,,
41088906,0,,,
41088907,0,,,
41088908,0,,,
41088909,0,,,
41088910,0,,,
41088911,0,,,
41088912,0,,,
41088913,0,,,
41088914,0,,,
41088915,0,,,
41088916,0,,,
41088917,0,,,
41088918,0,,,
41088919,0,,,
41088920,0,,,
41088921,0,,,
41088922,0,,,
41088923,0,,,
41088924,0,,,
41088925,0,,,
41088926,0,,,
41088927,0,,,
41088928,0,,,
41088929,0,,,
41088930,0,,,
41088931,0,,,
41088932,0,,,
41088933,0,,,
41088934,0,,,
41088935,0,,,
41088936,0,,,
41088937,0,,,
41088938,0,,,
41088939,0,,,
41088940,0,,,
41088941,0,,,
41088942,0,,,
41088943,0,,,
41088944,0,,,
41088945,0,,,
41088946,0,,,
41088947,0,,,
41088948,0,,,
41088949,0,,,
41088950,0,,,
41088951,0,,,
41088952,0,,,
41088953,0,,,
41088954,0,,,
41088955,0,,,
41088956,0,,,
41088957,0,,,
41088958,0,,,
41088959,0,,,
41088960,0,,,
41088961,0,,,
41088962,0,,,
41088963,0,,,
41088964,0,,,
41088965,0,,,
41088966,0,,,
41088967,0,,,
41088968,0,,,
41088969,0,,,
41088970,0,,,
41088971,0,,,
41088972,0,,,
41088973,0,,,
41088974,0,,,
41088975,0,,,
41088976,0,,,
41088977,0,,,
41088978,0,,,
41088979,0,,,
41088980,0,,,
41088981,0,,,
41088982,0,,,
41088983,0,,,
41088984,0,,,
41088985,0,,,
41088986,0,,,
41088987,0,,,
41088988,0,,,
41088989,0,,,
41088990,0,,,
41088991,0,,,
41088992,0,,,
41088993,0,,,
41088994,0,,,
41088995,0,,,
41088996,0,,,
41088997,0,,,
41088998,0,,,
41088999,0,,,
41089000,0,,,
41089001,0,,,
41089002,0,,,
41089003,0,,,
41089004,0,,,
41089005,0,,,
41089006,0,,,
41089007,0,,,
41089008,0,,,
41089009,0,,,
41089010,0,,,
41089011,0,,,
41089012,0,,,
41089013,0,,,
41089014,0,,,
41089015,0,,,
41089016,0,,,
41089017,0,,,
41089018,0,,,
41089019,0,,,
41089020,0,,,
41089021,0,,,
41089022,0,,,
41089023,0,,,
41089024,0,,,
41089025,0,,,
41089026,0,,,
41089027,0,,,
41089028,0,,,
41089029,0,,,
41089030,0,,,
41089031,0,,,
41089032,0,,,
41089033,0,,,
41089034,0,,,
41089035,0,,,
41089036,0,,,
41089037,0,,,
41089038,0,,,
41089039,0,,,
41089040,0,,,
41089041,0,,,
41089042,0,,,
41089043,0,,,
41089044,0,,,
41089045,0,,,
41089046,0,,,
41089047,0,,,
41089048,0,,,
41089049,0,,,
41089050,0,,,
41089051,0,,,
41089052,0,,,
41089053,0,,,
41089054,0,,,
41089055,0,,,
41089056,0,,,
41089057,0,,,
41089058,0,,,
41089059,0,,,
41089060,0,,,
41089061,0,,,
41089062,0,,,
41089063,0,,,
41089064,0,,,
41089065,0,,,
41089066,0,,,
41089067,0,,,
41089068,0,,,
41089069,0,,,
41089070,0,,,
41089071,0,,,
41089072,0,,,
41089073,0,,,
41089074,0,,,
41089075,0,,,
41089076,0,,,
41089077,0,,,
41089078,0,,,
41089079,0,,,
41089080,0,,,
41089081,0,,,
41089082,0,,,
41089083,0,,,
41089084,0,,,
41089085,0,,,
41089086,0,,,
41089087,0,,,
41089088,0,,,
41089089,0,,,
41089090,0,,,
41089091,0,,,
41089092,0,,,
41089093,0,,,
41089094,0,,,
41089095,0,,,
41089096,0,,,
41089097,0,,,
41089098,0,,,
41089099,0,,,
41089100,0,,,
41089101,0,,,
41089102,0,,,
41089103,0,,,
41089104,0,,,
41089105,0,,,
41089106,0,,,
41089107,0,,,
41089108,0,,,
41089109,0,,,
41089110,0,,,
41089111,0,,,
41089112,0,,,
41089113,0,,,
41089114,0,,,
41089115,0,,,
41089116,0,,,
41089117,0,,,
41089118,0,,,
41089119,0,,,
41089120,0,,,
41089121,0,,,
41089122,0,,,
41089123,0,,,
41089124,0,,,
41089125,0,,,
41089126,0,,,
41089127,0,,,
41089128,0,,,
41089129,0,,,
41089130,0,,,
41089131,0,,,
41089132,0,,,
41089133,0,,,
41089134,0,,,
41089135,0,,,
41089136,0,,,
41089137,0,,,
41089138,0,,,
41089139,0,,,
41089140,0,,,
41089141,0,,,
41089142,0,,,
41089143,0,,,
41089144,0,,,
41089145,0,,,
41089146,0,,,
41089147,0,,,
41089148,0,,,
41089149,0,,,
41089150,0,,,
41089151,0,,,
41089152,0,,,
41089153,0,,,
41089154,0,,,
41089155,0,,,
41089156,0,,,
41089157,0,,,
41089158,0,,,
41089159,0,,,
41089160,0,,,
41089161,0,,,
41089162,0,,,
41089163,0,,,
41089164,0,,,
41089165,0,,,
41089166,0,,,
41089167,0,,,
41089168,0,,,
41089169,0,,,
41089170,0,,,
41089171,0,,,
41089172,0,,,
41089173,0,,,
41089174,0,,,
41089175,0,,,
41089176,0,,,
41089177,0,,,
41089178,0,,,
41089179,0,,,
41089180,0,,,
41089181,0,,,
41089182,0,,,
41089183,0,,,
41089184,0,,,
41089185,0,,,
41089186,0,,,
41089187,0,,,
41089188,0,,,
41089189,0,,,
41089190,0,,,
41089191,0,,,
41089192,0,,,
41089193,0,,,
41089194,0,,,
41089195,0,,,
41089196,0,,,
41089197,0,,,
41089198,0,,,
41089199,0,,,
41089200,0,,,
41089201,0,,,
41089202,0,,,
41089203,0,,,
41089204,0,,,
41089205,0,,,
41089206,0,,,
41089207,0,,,
41089208,0,,,
41089209,0,,,
41089210,0,,,
41089211,0,,,
41089212,0,,,
41089213,0,,,
41089214,0,,,
41089215,0,,,
41089216,0,,,
41089217,0,,,
41089218,0,,,
41089219,0,,,
41089220,0,,,
41089221,0,,,
41089222,0,,,
41089223,0,,,
41089224,0,,,
41089225,0,,,
41089226,0,,,
41089227,0,,,
41089228,0,,,
41089229,0,,,
41089230,0,,,
41089231,0,,,
41089232,0,,,
41089233,0,,,
41089234,0,,,
41089235,0,,,
41089236,0,,,
41089237,0,,,
41089238,0,,,
41089239,0,,,
41089240,0,,,
41089241,0,,,
41089242,0,,,
41089243,0,,,
41089244,0,,,
41089245,0,,,
41089246,0,,,
41089247,0,,,
41089248,0,,,
41089249,0,,,
41089250,0,,,
41089251,0,,,
41089252,0,,,
41089253,0,,,
41089254,0,,,
41089255,0,,,
41089256,0,,,
41089257,0,,,
41089258,0,,,
41089259,0,,,
41089260,0,,,
41089261,0,,,
41089262,0,,,
41089263,0,,,
41089264,0,,,
41089265,0,,,
41089266,0,,,
41089267,0,,,
41089268,0,,,
41089269,0,,,
41089270,0,,,
41089271,0,,,
41089272,0,,,
41089273,0,,,
41089274,0,,,
41089275,0,,,
41089276,0,,,
41089277,0,,,
41089278,0,,,
41089279,0,,,
41089280,0,,,
41089281,0,,,
41089282,0,,,
41089283,0,,,
41089284,0,,,
41089285,0,,,
41089286,0,,,
41089287,0,,,
41089288,0,,,
41089289,0,,,
41089290,0,,,
41089291,0,,,
41089292,0,,,
41089293,0,,,
41089294,0,,,
41089295,0,,,
41089296,0,,,
41089297,0,,,
41089298,0,,,
41089299,0,,,
41089300,0,,,
41089301,0,,,
41089302,0,,,
41089303,0,,,
41089304,0,,,
41089305,0,,,
41089306,0,,,
41089307,0,,,
41089308,0,,,
41089309,0,,,
41089310,0,,,
41089311,0,,,
41089312,0,,,
41089313,0,,,
41089314,0,,,
41089315,0,,,
41089316,0,,,
41089317,0,,,
41089318,0,,,
41089319,0,,,
41089320,0,,,
41089321,0,,,
41089322,0,,,
41089323,0,,,
41089324,0,,,
41089325,0,,,
41089326,0,,,
41089327,0,,,
41089328,0,,,
41089329,0,,,
41089330,0,,,
41089331,0,,,
41089332,0,,,
41089333,0,,,
41089334,0,,,
41089335,0,,,
41089336,0,,,
41089337,0,,,
41089338,0,,,
41089339,0,,,
41089340,0,,,
41089341,0,,,
41089342,0,,,
41089343,0,,,
41089344,0,,,
41089345,0,,,
41089346,0,,,
41089347,0,,,
41089348,0,,,
41089349,0,,,
41089350,0,,,
41089351,0,,,
41089352,0,,,
41089353,0,,,
41089354,0,,,
41089355,0,,,
41089356,0,,,
41089357,0,,,
41089358,0,,,
41089359,0,,,
41089360,0,,,
41089361,0,,,
41089362,0,,,
41089363,0,,,
41089364,0,,,
41089365,0,,,
41089366,0,,,
41089367,0,,,
41089368,0,,,
41089369,0,,,
41089370,0,,,
41089371,0,,,
41089372,0,,,
41089373,0,,,
41089374,0,,,
41089375,0,,,
41089376,0,,,
41089377,0,,,
41089378,0,,,
41089379,0,,,
41089380,0,,,
41089381,0,,,
41089382,0,,,
41089383,0,,,
41089384,0,,,
41089385,0,,,
41089386,0,,,
41089387,0,,,
41089388,0,,,
41089389,0,,,
41089390,0,,,
41089391,0,,,
41089392,0,,,
41089393,0,,,
41089394,0,,,
41089395,0,,,
41089396,0,,,
41089397,0,,,
41089398,0,,,
41089399,0,,,
41089400,0,,,
41089401,0,,,
41089402,0,,,
41089403,0,,,
41089404,0,,,
41089405,0,,,
41089406,0,,,
41089407,0,,,
41089408,0,,,
41089409,0,,,
41089410,0,,,
41089411,0,,,
41089412,0,,,
41089413,0,,,
41089414,0,,,
41089415,0,,,
41089416,0,,,
41089417,0,,,
41089418,0,,,
41089419,0,,,
41089420,0,,,
41089421,0,,,
41089422,0,,,
41089423,0,,,
41089424,0,,,
41089425,0,,,
41089426,0,,,
41089427,0,,,
41089428,0,,,
41089429,0,,,
41089430,0,,,
41089431,0,,,
41089432,0,,,
41089433,0,,,
41089434,0,,,
41089435,0,,,
41089436,0,,,
41089437,0,,,
41089438,0,,,
41089439,0,,,
41089440,0,,,
41089441,0,,,
41089442,0,,,
41089443,0,,,
41089444,0,,,
41089445,0,,,
41089446,0,,,
41089447,0,,,
41089448,0,,,
41089449,0,,,
41089450,0,,,
41089451,0,,,
41089452,0,,,
41089453,0,,,
41089454,0,,,
41089455,0,,,
41089456,0,,,
41089457,0,,,
41089458,0,,,
41089459,0,,,
41089460,0,,,
41089461,0,,,
41089462,0,,,
41089463,0,,,
41089464,0,,,
41089465,0,,,
41089466,0,,,
41089467,0,,,
41089468,0,,,
41089469,0,,,
41089470,0,,,
41089471,0,,,
41089472,0,,,
41089473,0,,,
41089474,0,,,
41089475,0,,,
41089476,0,,,
41089477,0,,,
41089478,0,,,
41089479,0,,,
41089480,0,,,
41089481,0,,,
41089482,0,,,
41089483,0,,,
41089484,0,,,
41089485,0,,,
41089486,0,,,
41089487,0,,,
41089488,0,,,
41089489,0,,,
41089490,0,,,
41089491,0,,,
41089492,0,,,
41089493,0,,,
41089494,0,,,
41089495,0,,,
41089496,0,,,
41089497,0,,,
41089498,0,,,
41089499,0,,,
41089500,0,,,
41089501,0,,,
41089502,0,,,
41089503,0,,,
41089504,0,,,
41089505,0,,,
41089506,0,,,
41089507,0,,,
41089508,0,,,
41089509,0,,,
41089510,0,,,
41089511,0,,,
41089512,0,,,
41089513,0,,,
41089514,0,,,
41089515,0,,,
41089516,0,,,
41089517,0,,,
41089518,0,,,
41089519,0,,,
41089520,0,,,
41089521,0,,,
41089522,0,,,
41089523,0,,,
41089524,0,,,
41089525,0,,,
41089526,0,,,
41089527,0,,,
41089528,0,,,
41089529,0,,,
41089530,0,,,
41089531,0,,,
41089532,0,,,
41089533,0,,,
41089534,0,,,
41089535,0,,,
41089536,0,,,
41089537,0,,,
41089538,0,,,
41089539,0,,,
41089540,0,,,
41089541,0,,,
41089542,0,,,
41089543,0,,,
41089544,0,,,
41089545,0,,,
41089546,0,,,
41089547,0,,,
41089548,0,,,
41089549,0,,,
41089550,0,,,
41089551,0,,,
41089552,0,,,
41089553,0,,,
41089554,0,,,
41089555,0,,,
41089556,0,,,
41089557,0,,,
41089558,0,,,
41089559,0,,,
41089560,0,,,
41089561,0,,,
41089562,0,,,
41089563,0,,,
41089564,0,,,
41089565,0,,,
41089566,0,,,
41089567,0,,,
41089568,0,,,
41089569,0,,,
41089570,0,,,
41089571,0,,,
41089572,0,,,
41089573,0,,,
41089574,0,,,
41089575,0,,,
41089576,0,,,
41089577,0,,,
41089578,0,,,
41089579,0,,,
41089580,0,,,
41089581,0,,,
41089582,0,,,
41089583,0,,,
41089584,0,,,
41089585,0,,,
41089586,0,,,
41089587,0,,,
41089588,0,,,
41089589,0,,,
41089590,0,,,
41089591,0,,,
41089592,0,,,
41089593,0,,,
41089594,0,,,
41089595,0,,,
41089596,0,,,
41089597,0,,,
41089598,0,,,
41089599,0,,,
41089600,0,,,
41089601,0,,,
41089602,0,,,
41089603,0,,,
41089604,0,,,
41089605,0,,,
41089606,0,,,
41089607,0,,,
41089608,0,,,
41089609,0,,,
41089610,0,,,
41089611,0,,,
41089612,0,,,
41089613,0,,,
41089614,0,,,
41089615,0,,,
41089616,0,,,
41089617,0,,,
41089618,0,,,
41089619,0,,,
41089620,0,,,
41089621,0,,,
41089622,0,,,
41089623,0,,,
41089624,0,,,
41089625,0,,,
41089626,0,,,
41089627,0,,,
41089628,0,,,
41089629,0,,,
41089630,0,,,
41089631,0,,,
41089632,0,,,
41089633,0,,,
41089634,0,,,
41089635,0,,,
41089636,0,,,
41089637,0,,,
41089638,0,,,
41089639,0,,,
41089640,0,,,
41089641,0,,,
41089642,0,,,
41089643,0,,,
41089644,0,,,
41089645,0,,,
41089646,0,,,
41089647,0,,,
41089648,0,,,
41089649,0,,,
41089650,0,,,
41089651,0,,,
41089652,0,,,
41089653,0,,,
41089654,0,,,
41089655,0,,,
41089656,0,,,
41089657,0,,,
41089658,0,,,
41089659,0,,,
41089660,0,,,
41089661,0,,,
41089662,0,,,
41089663,0,,,
41089664,0,,,
41089665,0,,,
41089666,0,,,
41089667,0,,,
41089668,0,,,
41089669,0,,,
41089670,0,,,
41089671,0,,,
41089672,0,,,
41089673,0,,,
41089674,0,,,
41089675,0,,,
41089676,0,,,
41089677,0,,,
41089678,0,,,
41089679,0,,,
41089680,0,,,
41089681,0,,,
41089682,0,,,
41089683,0,,,
41089684,0,,,
41089685,0,,,
41089686,0,,,
41089687,0,,,
41089688,0,,,
41089689,0,,,
41089690,0,,,
41089691,0,,,
41089692,0,,,
41089693,0,,,
41089694,0,,,
41089695,0,,,
41089696,0,,,
41089697,0,,,
41089698,0,,,
41089699,0,,,
41089700,0,,,
41089701,0,,,
41089702,0,,,
41089703,0,,,
41089704,0,,,
41089705,0,,,
41089706,0,,,
41089707,0,,,
41089708,0,,,
41089709,0,,,
41089710,0,,,
41089711,0,,,
41089712,0,,,
41089713,0,,,
41089714,0,,,
41089715,0,,,
41089716,0,,,
41089717,0,,,
41089718,0,,,
41089719,0,,,
41089720,0,,,
41089721,0,,,
41089722,0,,,
41089723,0,,,
41089724,0,,,
41089725,0,,,
41089726,0,,,
41089727,0,,,
41089728,0,,,
41089729,0,,,
